TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_10977,2032,511,24,180,204,3.96875,41.34177573937931
Task_10978,2995,335,164,161,325,8.913690476190476,56.47311550489093
Task_10979,2378,521,140,33,173,4.555555555555555,45.70618122463401
Task_10980,1378,732,168,188,356,1.8799454297407914,32.33400130830187
Task_10981,2838,254,145,171,316,11.129411764705882,53.6727599731204
Task_10982,954,242,193,139,332,3.925925925925926,23.889011783744014
Task_10983,1247,524,69,110,179,2.375238095238095,28.636146388879027
Task_10984,701,251,12,87,99,2.7817460317460316,18.11897162085116
Task_10985,1912,747,34,140,174,2.556149732620321,39.915722909084295
Task_10986,655,792,196,99,295,0.8259773013871374,20.56187058200395
Task_10987,2169,167,52,132,184,12.910714285714286,41.755805084111536
Task_10988,2156,716,81,190,271,3.00697350069735,44.33179867439734
Task_10989,1044,684,48,106,154,1.524087591240876,25.590494616796054
Task_10990,2006,207,147,127,274,9.64423076923077,40.09997523219993
Task_10991,2643,854,186,117,303,3.0912280701754384,52.41358670979147
Task_10992,2937,101,64,118,182,28.794117647058822,53.02199109691248
Task_10993,1560,309,95,120,215,5.032258064516129,33.205441611684904
Task_10994,991,658,38,68,106,1.5037936267071321,23.878938679116192
Task_10995,669,322,184,40,224,2.071207430340557,18.326624428368515
Task_10996,1812,333,184,160,344,5.425149700598802,37.8403989116645
Task_10997,2727,490,163,84,247,5.553971486761711,51.9933447524698
Task_10998,2705,338,101,89,190,7.979351032448378,50.98210851734498
Task_10999,1864,317,155,118,273,5.861635220125786,38.227614392463956
Task_11000,2756,709,22,148,170,3.8816901408450706,52.97859063220315
Task_11001,1294,769,57,15,72,1.6805194805194805,27.718617784667416
Task_11002,2173,312,105,142,247,6.942492012779553,43.01481408276717
Task_11003,2115,237,51,51,102,8.88655462184874,40.10481888147536
Task_11004,1595,873,107,110,217,1.8249427917620138,35.469902651016035
Task_11005,2523,709,161,128,289,3.5535211267605633,50.00986353619893
Task_11006,2469,484,111,32,143,5.090721649484536,46.71396878099549
Task_11007,1792,238,163,173,336,7.497907949790795,37.181342770093885
Task_11008,775,127,101,92,193,6.0546875,19.41962176157534
Task_11009,1904,682,130,60,190,2.787701317715959,39.03879085250699
Task_11010,832,395,54,15,69,2.101010101010101,19.220209353877983
Task_11011,1324,426,61,63,124,3.100702576112412,28.689264232891798
Task_11012,1077,117,36,78,114,9.127118644067796,23.251301008368916
Task_11013,2971,773,146,84,230,3.838501291989664,56.68459804373533
Task_11014,2281,186,195,172,367,12.197860962566844,44.99476152428435
Task_11015,1658,582,15,33,48,2.843910806174957,33.1524852829927
Task_11016,2909,1017,68,197,265,2.857563850687623,57.20627940452159
Task_11017,2848,933,127,78,205,3.0492505353319057,55.11243900313958
Task_11018,1400,334,171,108,279,4.17910447761194,30.95844453345413
Task_11019,1882,864,87,142,229,2.175722543352601,40.09883374672926
Task_11020,992,418,56,129,185,2.367541766109785,24.409150679166846
Task_11021,966,968,175,182,357,0.9969040247678018,26.436572935349165
Task_11022,1835,599,162,197,359,3.058333333333333,39.18241669326719
Task_11023,2570,101,140,84,224,25.19607843137255,47.35771265789876
Task_11024,2564,854,192,120,312,2.9988304093567253,51.206843753955525
Task_11025,2595,685,177,156,333,3.782798833819242,51.31391895540829
Task_11026,1657,391,184,106,290,4.2270408163265305,35.256367920578775
Task_11027,2099,311,60,88,148,6.727564102564102,40.95869200623384
Task_11028,2919,355,167,145,312,8.19943820224719,55.258252823344755
Task_11029,2599,151,110,56,166,17.098684210526315,47.78954809947178
Task_11030,1616,321,13,81,94,5.0186335403726705,32.80816083605577
Task_11031,2015,166,73,61,134,12.065868263473053,38.45408692809374
Task_11032,915,654,137,130,267,1.3969465648854962,24.202735012798744
Task_11033,1089,259,187,71,258,4.188461538461539,25.209619638590016
Task_11034,1975,718,16,13,29,2.7468706536856744,38.23782360320074
Task_11035,1200,576,198,172,370,2.079722703639515,29.06715937635619
Task_11036,762,241,183,143,326,3.1487603305785123,20.83134139255754
Task_11037,1373,958,86,174,260,1.4316996871741396,32.47475925355585
Task_11038,2416,802,139,88,227,3.008717310087173,48.017113064090516
Task_11039,2385,814,56,115,171,2.9263803680981595,47.563143338729084
Task_11040,2730,744,26,172,198,3.664429530201342,53.09466730596427
Task_11041,1851,297,84,81,165,6.2114093959731544,37.065778909502704
Task_11042,736,727,83,89,172,1.010989010989011,20.737527029435377
Task_11043,798,488,53,194,247,1.6319018404907975,22.060990486522332
Task_11044,1563,525,58,120,178,2.9714828897338403,33.685672626624324
Task_11045,2306,872,51,81,132,2.6414662084765177,46.096226306534476
Task_11046,2295,326,196,95,291,7.018348623853211,45.09321247357999
Task_11047,988,749,37,98,135,1.3173333333333332,24.740134706008025
Task_11048,2778,145,38,126,164,19.027397260273972,51.04155272956097
Task_11049,1194,1001,44,116,160,1.1916167664670658,28.79706726432572
Task_11050,957,702,13,97,110,1.3613086770981508,23.95653872439892
Task_11051,1587,369,41,53,94,4.289189189189189,32.22427039708548
Task_11052,610,666,133,113,246,0.9145427286356822,19.282700409042675
Task_11053,1904,345,141,97,238,5.502890173410405,38.79896006712709
Task_11054,984,560,91,172,263,1.7540106951871657,25.150299548627988
Task_11055,1577,347,44,140,184,4.531609195402299,33.259166122919176
Task_11056,2784,252,155,115,270,11.003952569169961,52.52257931800216
Task_11057,2084,553,195,126,321,3.7617328519855597,42.70435501546266
Task_11058,601,630,117,36,153,0.9524564183835182,17.69430811311376
Task_11059,2813,788,159,61,220,3.565272496831432,53.91476708937636
Task_11060,881,396,169,144,313,2.2191435768261965,23.15321391600509
Task_11061,1515,828,20,156,176,1.827503015681544,33.77298604987467
Task_11062,1732,127,22,141,163,13.53125,34.226786707269284
Task_11063,2376,434,149,108,257,5.462068965517242,46.62869846570069
Task_11064,1472,330,157,93,250,4.447129909365559,31.86601293247855
Task_11065,2616,390,32,196,228,6.690537084398977,50.319013957068215
Task_11066,1579,573,194,175,369,2.750871080139373,35.05924747206257
Task_11067,1995,612,35,111,146,3.2544861337683524,40.40821271509882
Task_11068,1800,655,123,101,224,2.7439024390243905,38.05521425188894
Task_11069,1565,104,194,196,390,14.904761904761905,32.651096377419286
Task_11070,586,860,13,172,185,0.6806039488966318,19.37979322612402
Task_11071,614,452,138,26,164,1.3554083885209713,17.487229534595333
Task_11072,2661,924,46,132,178,2.8767567567567567,52.22893526287819
Task_11073,1632,622,42,108,150,2.619582664526485,34.64094532813147
Task_11074,2440,617,27,26,53,3.9482200647249193,45.733493402734375
Task_11075,2384,878,103,143,246,2.712172923777019,48.16611770222792
Task_11076,2300,619,70,168,238,3.7096774193548385,46.16242320113984
Task_11077,1675,924,178,174,352,1.8108108108108107,37.59826554802091
Task_11078,627,265,137,88,225,2.357142857142857,17.988350284220978
Task_11079,1065,611,23,150,173,1.7401960784313726,26.133325042714038
Task_11080,1426,865,142,184,326,1.6466512702078522,33.35361833966798
Task_11081,1455,730,101,49,150,1.990424076607387,31.487618953269475
Task_11082,2261,487,145,81,226,4.633196721311475,44.478086082053174
Task_11083,708,426,97,58,155,1.6580796252927401,18.89565422942014
Task_11084,711,317,34,191,225,2.2358490566037736,19.91345982751717
Task_11085,1646,222,122,85,207,7.381165919282512,33.83281988878983
Task_11086,1127,736,190,131,321,1.5291723202170964,28.086245799002402
Task_11087,1075,494,194,162,356,2.1717171717171717,26.752920966664522
Task_11088,837,418,110,79,189,1.9976133651551313,21.54742699790846
Task_11089,2760,792,106,186,292,3.480453972257251,54.124295270065225
Task_11090,718,293,72,62,134,2.442176870748299,18.746377792845806
Task_11091,2632,128,61,189,250,20.4031007751938,49.280593022256454
Task_11092,1470,421,29,189,218,3.4834123222748814,32.232120851934845
Task_11093,830,172,59,104,163,4.797687861271676,20.414219304965375
Task_11094,1668,865,182,180,362,1.926096997690531,37.35782649751089
Task_11095,2118,105,81,120,201,19.9811320754717,40.4293287306658
Task_11096,1749,266,111,95,206,6.550561797752809,35.87187722029983
Task_11097,1573,155,24,103,127,10.083333333333334,31.524571566570074
Task_11098,1862,988,194,70,264,1.8827098078867543,39.76668289083939
Task_11099,999,965,182,42,224,1.0341614906832297,25.509482714218493
Task_11100,1126,300,130,48,178,3.740863787375415,25.10033953751149
Task_11101,886,274,173,129,302,3.2218181818181817,22.76997201801889
Task_11102,1182,774,30,181,211,1.5251612903225806,28.697703995584146
Task_11103,2838,991,35,72,107,2.8608870967741935,54.32431738870338
Task_11104,671,449,100,92,192,1.491111111111111,19.22951411520788
Task_11105,897,214,189,196,385,4.1720930232558135,23.21727658284286
Task_11106,1571,840,185,138,323,1.868014268727705,35.50582289762796
Task_11107,1827,180,48,69,117,10.0939226519337,35.433041991844604
Task_11108,1184,463,115,50,165,2.5517241379310347,26.661220688024343
Task_11109,1908,1004,180,125,305,1.8985074626865672,41.25528426257021
Task_11110,1960,814,117,187,304,2.4049079754601226,41.57422165957055
Task_11111,1100,98,78,84,162,11.11111111111111,23.718539117598613
Task_11112,701,526,152,68,220,1.3301707779886147,19.724463046508927
Task_11113,1967,83,151,65,216,23.416666666666668,37.43861213204294
Task_11114,1203,738,172,183,355,1.6278755074424898,29.555174722584734
Task_11115,525,183,72,200,272,2.8532608695652173,16.726703016114254
Task_11116,2759,483,140,167,307,5.700413223140496,53.16292521631092
Task_11117,1920,575,33,29,62,3.3333333333333335,37.358600237494585
Task_11118,1068,778,157,133,290,1.3709884467265725,27.12657279878626
Task_11119,2555,142,141,120,261,17.867132867132867,48.106674499680985
Task_11120,513,819,180,37,217,0.625609756097561,17.771901114783372
Task_11121,2634,184,179,100,279,14.237837837837837,49.750893576509064
Task_11122,2437,338,97,53,150,7.188790560471976,46.04111599561356
Task_11123,919,947,61,66,127,0.9694092827004219,24.0418852111831
Task_11124,537,883,53,78,131,0.6074660633484162,18.297328474185722
Task_11125,2284,327,144,15,159,6.963414634146342,43.13175107566686
Task_11126,1737,866,167,24,191,2.0034602076124566,36.72478438273741
Task_11127,683,222,189,168,357,3.062780269058296,19.697469393564408
Task_11128,1431,127,86,121,207,11.1796875,30.006864463732565
Task_11129,2884,318,56,165,221,9.04075235109718,54.35387075637871
Task_11130,807,425,82,27,109,1.8943661971830985,19.868408014409955
Task_11131,1972,677,49,166,215,2.9085545722713864,41.06419292563289
Task_11132,1062,460,180,19,199,2.3036876355748372,24.63701979746946
Task_11133,1446,435,33,13,46,3.31651376146789,29.09145157912846
Task_11134,2171,215,196,68,264,10.050925925925926,42.16331565414834
Task_11135,867,755,89,199,288,1.1468253968253967,23.950742325069204
Task_11136,2554,658,94,80,174,3.87556904400607,49.47109005381552
Task_11137,2467,954,158,14,172,2.5832460732984295,48.29019451633838
Task_11138,2934,333,88,20,108,8.784431137724551,53.076509925321936
Task_11139,2308,747,102,54,156,3.085561497326203,45.28043883530654
Task_11140,2843,389,10,182,192,7.28974358974359,53.68696690719104
Task_11141,2094,369,34,145,179,5.65945945945946,41.504817467471675
Task_11142,1804,182,16,38,54,9.857923497267759,34.48361875614909
Task_11143,965,995,33,69,102,0.9688755020080321,24.537907191829234
Task_11144,1449,298,180,20,200,4.846153846153846,30.275969560993676
Task_11145,686,395,150,157,307,1.7323232323232323,20.043150732210183
Task_11146,2425,677,75,86,161,3.5766961651917404,47.34105002084355
Task_11147,2456,102,141,125,266,23.844660194174757,45.98762397053963
Task_11148,756,560,180,186,366,1.3475935828877006,21.94845705156347
Task_11149,1667,716,37,77,114,2.324965132496513,35.16975719594837
Task_11150,2510,121,197,123,320,20.57377049180328,47.45721663476752
Task_11151,863,932,62,106,168,0.92497320471597,23.610547213902816
Task_11152,2927,548,101,51,152,5.331511839708561,54.38173309778711
Task_11153,787,606,99,26,125,1.2965403624382208,20.27584804670167
Task_11154,2001,707,61,68,129,2.8262711864406778,40.50430598894864
Task_11155,2371,396,22,58,80,5.972292191435768,44.38425337464136
Task_11156,2300,573,129,184,313,4.006968641114983,46.23732695194161
Task_11157,1273,135,76,193,269,9.360294117647058,28.074284743321943
Task_11158,2230,1006,36,41,77,2.2144985104270107,43.54509444436845
Task_11159,1068,267,176,55,231,3.985074626865672,24.76908628605494
Task_11160,856,345,50,28,78,2.4739884393063583,19.81845752377811
Task_11161,1483,693,66,22,88,2.136887608069164,31.153620779783477
Task_11162,1781,75,13,22,35,23.43421052631579,32.230175915825804
Task_11163,1684,110,114,181,295,15.17117117117117,34.12488522576998
Task_11164,621,645,169,22,191,0.9613003095975232,18.472714306664937
Task_11165,2964,679,147,59,206,4.358823529411764,55.89934800188835
Task_11166,1063,421,85,139,224,2.518957345971564,25.751263590431446
Task_11167,2782,542,78,50,128,5.123388581952118,52.05108383154023
Task_11168,567,264,188,147,335,2.139622641509434,17.87115138543778
Task_11169,622,326,183,107,290,1.9021406727828747,18.676565842618373
Task_11170,1280,133,75,88,163,9.552238805970148,27.198109194312067
Task_11171,2735,539,107,39,146,5.064814814814815,51.11025978772701
Task_11172,1903,70,110,65,175,26.802816901408452,36.100385899472826
Task_11173,2883,136,170,198,368,21.043795620437955,53.8068063613884
Task_11174,2293,905,175,101,276,2.5309050772626933,46.882140370559796
Task_11175,1975,862,102,89,191,2.2885283893395134,41.11919436443562
Task_11176,1816,514,72,99,171,3.5262135922330096,37.534582650853544
Task_11177,973,593,88,41,129,1.638047138047138,23.34100778325192
Task_11178,2589,513,128,57,185,5.036964980544747,49.21454308747975
Task_11179,1334,636,40,20,60,2.0941915227629515,27.927784326614347
Task_11180,2035,140,129,13,142,14.432624113475176,38.15611385635655
Task_11181,2824,734,156,97,253,3.8421768707482995,54.68280738935968
Task_11182,841,532,97,160,257,1.577861163227017,22.699081933857958
Task_11183,2487,900,54,187,241,2.760266370699223,50.06795420305732
Task_11184,2306,713,30,90,120,3.2296918767507004,45.40330913891278
Task_11185,639,744,50,115,165,0.8577181208053691,19.65083410842467
Task_11186,2249,738,124,116,240,3.0433017591339646,45.52224762432535
Task_11187,2799,1012,139,14,153,2.763079960513327,53.425366764183025
Task_11188,2618,338,138,103,241,7.722713864306785,50.05721233512791
Task_11189,2641,334,160,28,188,7.883582089552239,49.31598295496781
Task_11190,1686,203,94,94,188,8.264705882352942,34.5684905748631
Task_11191,607,102,83,161,244,5.893203883495145,16.90435824118082
Task_11192,1790,719,70,132,202,2.486111111111111,38.18419043509169
Task_11193,594,802,144,174,318,0.7397260273972602,19.83431217087369
Task_11194,1813,429,90,74,164,4.216279069767442,36.8322893295188
Task_11195,721,585,147,52,199,1.2303754266211604,20.117861825593764
Task_11196,1272,68,97,67,164,18.434782608695652,26.151611965702113
Task_11197,1037,475,116,83,199,2.1785714285714284,24.97482167168997
Task_11198,700,336,158,64,222,2.077151335311573,19.117137930470474
Task_11199,1174,753,39,180,219,1.557029177718833,28.51176844379718
Task_11200,1726,736,32,87,119,2.3419267299864317,36.26444273830816
Task_11201,1874,503,82,29,111,3.7182539682539684,37.04616545861244
Task_11202,2105,102,176,113,289,20.436893203883496,40.559516436696896
Task_11203,1015,344,190,147,337,2.9420289855072466,25.22008864966335
Task_11204,1280,271,45,157,202,4.705882352941177,28.57780733627334
Task_11205,2253,841,102,11,113,2.675771971496437,44.098726962780404
Task_11206,2950,487,95,54,149,6.045081967213115,54.68690088544556
Task_11207,2673,898,63,118,181,2.9733036707452727,52.423904293994774
Task_11208,508,170,46,132,178,2.9707602339181287,15.388704563364314
Task_11209,2364,785,30,52,82,3.0076335877862594,45.71524952300506
Task_11210,1168,732,60,142,202,1.5934515688949522,28.360371538871963
Task_11211,1190,904,194,43,237,1.3149171270718232,28.45456697577541
Task_11212,528,593,124,36,160,0.8888888888888888,16.417423241805533
Task_11213,1108,75,34,18,52,14.578947368421053,21.83858256046248
Task_11214,921,759,56,42,98,1.2118421052631578,22.5650357587996
Task_11215,1335,734,200,110,310,1.816326530612245,31.33738946675477
Task_11216,1766,575,89,89,178,3.0659722222222223,36.705645784302384
Task_11217,739,693,153,156,309,1.0648414985590777,21.695026961665565
Task_11218,899,536,128,64,192,1.6741154562383613,22.763463283442416
Task_11219,2405,372,77,107,184,6.447721179624665,46.504153311853344
Task_11220,2277,401,64,157,221,5.664179104477612,44.99117469432974
Task_11221,1448,99,177,104,281,14.48,30.18430697937636
Task_11222,2685,963,48,21,69,2.7852697095435683,50.58231313955275
Task_11223,1746,932,66,116,182,1.8713826366559485,37.837260990351375
Task_11224,707,295,74,104,178,2.3885135135135136,19.362786170249525
Task_11225,2517,634,14,158,172,3.9637795275590553,49.168682685814474
