TaskID,Instructions,Memory_MB,Input_MB,Output_MB
Task_8687,775,915,73,37
Task_8688,998,579,178,28
Task_8689,1234,741,57,38
Task_8690,1466,725,63,68
Task_8691,1780,369,17,142
Task_8692,1752,691,18,11
Task_8693,555,659,138,39
Task_8694,752,702,130,182
Task_8695,1968,592,163,44
Task_8696,1854,542,106,156
Task_8697,2460,76,75,152
Task_8698,2955,439,168,156
Task_8699,1843,399,129,135
Task_8700,1836,453,179,155
Task_8701,1330,510,81,99
Task_8702,2354,325,94,172
Task_8703,2026,961,15,54
Task_8704,588,725,189,182
Task_8705,1116,373,71,119
Task_8706,2068,714,97,144
Task_8707,2160,974,78,191
Task_8708,1353,289,168,154
Task_8709,854,920,52,135
Task_8710,1293,352,136,157
Task_8711,975,343,22,16
Task_8712,1045,550,127,194
Task_8713,1683,968,66,12
Task_8714,2015,743,46,141
Task_8715,2237,680,24,170
Task_8716,1711,909,144,54
Task_8717,775,477,171,170
Task_8718,2139,452,102,108
Task_8719,2687,373,105,179
Task_8720,1764,369,32,79
Task_8721,1330,471,191,84
Task_8722,770,710,147,112
Task_8723,1704,375,157,199
Task_8724,800,540,139,55
Task_8725,1555,940,92,90
Task_8726,2611,538,175,69
Task_8727,1256,657,79,82
Task_8728,628,856,111,107
Task_8729,1767,559,198,82
Task_8730,2195,527,158,200
Task_8731,899,792,36,147
Task_8732,1350,698,81,24
Task_8733,2573,67,197,100
Task_8734,2462,414,132,24
Task_8735,1393,646,190,143
Task_8736,2570,973,90,85
Task_8737,717,707,95,65
Task_8738,831,227,139,42
Task_8739,1686,893,111,85
Task_8740,1115,983,31,180
Task_8741,593,1003,111,46
Task_8742,2330,867,149,52
Task_8743,2822,976,54,180
Task_8744,2841,188,195,149
Task_8745,506,916,141,179
Task_8746,2907,406,123,21
Task_8747,1052,264,115,44
Task_8748,2368,985,91,11
Task_8749,1623,921,183,19
Task_8750,2504,287,28,48
Task_8751,1180,929,79,181
Task_8752,863,668,184,176
Task_8753,1297,501,151,178
Task_8754,1011,102,57,11
Task_8755,2440,277,66,119
Task_8756,706,501,112,80
Task_8757,1127,909,71,55
Task_8758,1651,798,26,156
Task_8759,2919,368,13,67
Task_8760,2126,592,137,19
Task_8761,1449,497,18,85
Task_8762,2479,215,91,12
Task_8763,2340,180,17,175
Task_8764,684,520,168,124
Task_8765,2655,730,153,21
Task_8766,2970,635,198,41
Task_8767,1712,577,157,188
Task_8768,667,505,121,185
Task_8769,2501,795,120,161
Task_8770,1452,1008,92,102
Task_8771,2143,594,153,11
Task_8772,766,743,117,52
Task_8773,2318,138,54,169
Task_8774,2798,283,105,43
Task_8775,1365,656,31,152
Task_8776,2114,863,90,58
Task_8777,1282,247,63,95
Task_8778,2151,874,132,158
Task_8779,2730,277,16,58
Task_8780,2568,977,151,115
Task_8781,1660,657,57,100
Task_8782,1647,326,11,110
Task_8783,2730,509,43,145
Task_8784,2280,811,183,84
Task_8785,1668,264,170,29
Task_8786,814,291,193,53
Task_8787,1834,413,48,74
Task_8788,1953,238,154,163
Task_8789,1402,196,54,128
Task_8790,2699,289,193,165
Task_8791,2131,618,137,157
Task_8792,1350,324,169,151
Task_8793,938,864,72,108
Task_8794,1350,954,173,34
Task_8795,1648,293,41,49
Task_8796,1915,846,24,186
Task_8797,1069,625,37,84
Task_8798,2724,831,105,39
Task_8799,1277,769,57,84
Task_8800,1111,272,93,19
Task_8801,793,743,159,41
Task_8802,2162,64,35,49
Task_8803,1686,96,26,127
Task_8804,2296,406,81,182
Task_8805,1993,328,169,177
Task_8806,2951,1009,60,131
Task_8807,1190,322,19,45
Task_8808,2767,295,114,140
Task_8809,2968,1016,149,126
Task_8810,1684,978,114,69
Task_8811,1897,879,16,189
Task_8812,1302,208,100,16
Task_8813,1192,365,194,20
Task_8814,2377,1018,197,194
Task_8815,2645,98,187,162
Task_8816,2800,373,173,100
Task_8817,2008,743,110,113
Task_8818,2591,928,149,182
Task_8819,1036,675,149,26
Task_8820,1359,287,91,189
Task_8821,1135,474,143,132
Task_8822,1010,759,196,150
Task_8823,591,688,115,57
Task_8824,1918,575,108,63
Task_8825,2652,940,142,139
Task_8826,2209,971,12,148
Task_8827,2793,122,26,61
Task_8828,1765,108,121,61
Task_8829,2885,871,199,145
Task_8830,574,626,27,182
Task_8831,2599,244,104,114
Task_8832,2059,286,146,64
Task_8833,1842,692,13,96
Task_8834,1617,104,36,10
Task_8835,2159,900,173,119
Task_8836,668,283,151,18
Task_8837,2610,423,45,102
Task_8838,2630,570,146,91
Task_8839,1301,697,167,10
Task_8840,1455,947,123,94
Task_8841,2878,682,197,15
Task_8842,935,353,98,188
Task_8843,2069,458,180,165
Task_8844,1350,890,37,170
Task_8845,1492,661,71,113
Task_8846,1660,103,128,40
Task_8847,835,600,68,10
Task_8848,2783,116,55,174
Task_8849,1694,105,160,86
Task_8850,811,396,95,45
Task_8851,2783,735,37,147
Task_8852,2857,120,136,183
Task_8853,1493,292,69,136
Task_8854,573,594,133,22
Task_8855,2296,237,92,25
Task_8856,1853,300,128,96
Task_8857,2757,623,94,188
Task_8858,2587,274,150,173
Task_8859,1525,366,45,58
Task_8860,2397,585,63,28
Task_8861,2020,1003,167,186
Task_8862,1168,798,189,177
Task_8863,689,885,155,190
Task_8864,1894,616,135,137
Task_8865,2099,666,134,122
Task_8866,2178,345,185,14
Task_8867,2378,81,199,170
Task_8868,2100,633,27,103
Task_8869,2459,398,141,44
Task_8870,2040,831,61,149
Task_8871,892,378,65,92
Task_8872,883,453,38,156
Task_8873,2486,234,103,27
Task_8874,2612,807,194,121
Task_8875,1426,877,110,75
Task_8876,2573,852,85,50
Task_8877,578,764,78,131
Task_8878,1399,926,28,197
Task_8879,2606,823,98,13
Task_8880,1952,482,42,199
Task_8881,701,968,107,102
Task_8882,2796,544,87,142
Task_8883,2165,807,23,190
Task_8884,768,268,129,177
Task_8885,1836,642,162,138
Task_8886,2377,611,22,118
Task_8887,1832,432,33,86
Task_8888,1851,130,174,177
Task_8889,1969,811,128,167
Task_8890,2437,641,161,92
Task_8891,1152,183,130,87
Task_8892,2179,323,188,91
Task_8893,2041,745,84,82
Task_8894,734,806,129,63
Task_8895,1339,721,44,91
Task_8896,2498,843,101,136
Task_8897,1505,532,72,149
Task_8898,693,177,170,141
Task_8899,1409,274,135,42
Task_8900,2345,94,184,22
Task_8901,912,943,19,66
Task_8902,2527,295,161,188
Task_8903,2631,812,33,170
Task_8904,567,837,88,171
Task_8905,689,148,167,192
Task_8906,980,971,17,59
Task_8907,1096,330,132,100
Task_8908,2678,623,145,85
Task_8909,1500,489,52,154
Task_8910,1712,136,39,37
Task_8911,1929,531,86,188
Task_8912,2668,79,29,109
Task_8913,2875,865,159,10
Task_8914,1992,531,151,62
Task_8915,2423,589,120,171
Task_8916,595,276,27,200
Task_8917,2996,218,142,116
Task_8918,2704,207,191,190
Task_8919,2652,172,144,123
Task_8920,1074,704,79,109
Task_8921,1320,426,76,18
Task_8922,2406,153,77,134
Task_8923,818,88,103,159
Task_8924,1486,329,187,158
Task_8925,1925,555,197,140
Task_8926,2852,162,125,148
Task_8927,1902,881,48,184
Task_8928,2533,629,132,111
Task_8929,1763,279,168,44
Task_8930,1780,701,133,18
Task_8931,1858,296,175,77
Task_8932,2473,153,120,21
Task_8933,1711,479,185,182
Task_8934,2369,918,20,75
Task_8935,948,1020,118,132
Task_8936,2627,119,69,187
Task_8937,2100,238,72,179
Task_8938,2638,552,171,10
Task_8939,939,881,14,114
Task_8940,515,1017,12,111
Task_8941,613,793,184,155
Task_8942,1717,975,126,193
Task_8943,2234,512,72,171
Task_8944,714,901,126,22
Task_8945,1721,311,30,187
Task_8946,1254,282,66,130
Task_8947,717,343,187,96
Task_8948,2295,234,21,167
Task_8949,563,231,85,196
Task_8950,1402,705,74,149
Task_8951,2855,315,167,198
Task_8952,2923,194,115,199
Task_8953,2947,375,12,162
Task_8954,2117,445,183,105
Task_8955,1292,257,30,65
Task_8956,962,926,118,59
Task_8957,1855,728,83,34
Task_8958,1742,185,97,42
Task_8959,2070,427,94,200
Task_8960,723,933,47,153
Task_8961,2126,191,192,83
Task_8962,1099,597,126,93
Task_8963,642,175,106,105
Task_8964,2151,169,10,66
Task_8965,1238,514,132,35
Task_8966,2557,407,200,193
Task_8967,2810,817,95,110
Task_8968,2568,573,13,127
Task_8969,2828,840,73,148
Task_8970,2308,906,162,169
Task_8971,2824,842,197,91
Task_8972,1850,394,99,105
Task_8973,870,740,60,63
Task_8974,2806,442,55,48
Task_8975,2178,986,81,171
Task_8976,1078,91,76,81
Task_8977,1185,733,16,179
Task_8978,1126,741,122,128
Task_8979,1420,637,73,48
Task_8980,1065,980,73,101
Task_8981,661,577,104,86
Task_8982,2665,532,41,29
Task_8983,963,220,31,195
Task_8984,821,487,200,125
Task_8985,871,413,158,187
Task_8986,957,978,66,17
Task_8987,739,371,96,183
Task_8988,2316,989,17,151
Task_8989,1489,663,11,174
Task_8990,546,772,61,159
Task_8991,2165,421,51,63
Task_8992,1642,949,43,28
Task_8993,2676,908,37,193
Task_8994,1148,493,74,95
Task_8995,2276,411,39,32
Task_8996,2924,664,122,54
Task_8997,1803,311,118,90
Task_8998,2568,323,48,196
Task_8999,998,872,173,163
Task_9000,2558,490,60,78
Task_9001,1245,689,114,161
Task_9002,1109,112,132,25
Task_9003,1409,873,87,106
Task_9004,2650,728,190,130
Task_9005,2588,239,101,38
Task_9006,1940,651,172,122
Task_9007,1437,390,39,125
Task_9008,1232,122,170,112
Task_9009,1432,428,14,89
Task_9010,623,600,117,70
Task_9011,1884,921,120,131
Task_9012,621,504,48,198
Task_9013,732,277,88,52
Task_9014,821,440,131,45
Task_9015,1723,322,40,11
Task_9016,1503,814,192,59
Task_9017,1774,221,123,125
Task_9018,1354,836,193,124
Task_9019,510,387,64,126
Task_9020,1591,66,23,168
Task_9021,756,580,183,48
Task_9022,2109,765,155,52
Task_9023,1412,680,46,190
Task_9024,1478,979,166,58
Task_9025,2603,346,98,191
Task_9026,2033,329,98,109
Task_9027,2151,231,177,144
Task_9028,1497,856,166,96
Task_9029,2424,535,37,199
Task_9030,1148,723,186,22
Task_9031,2403,1015,28,114
Task_9032,2209,945,67,51
Task_9033,1293,829,63,79
Task_9034,2346,272,33,24
Task_9035,2431,1000,50,125
Task_9036,2361,73,127,37
Task_9037,1741,800,26,124
Task_9038,2412,758,191,115
Task_9039,1480,887,166,20
Task_9040,1914,986,191,141
Task_9041,2129,976,73,173
Task_9042,512,979,80,176
Task_9043,734,226,102,170
Task_9044,1481,499,85,193
Task_9045,2817,320,14,183
Task_9046,1115,870,36,82
Task_9047,1858,222,106,33
Task_9048,783,140,117,186
Task_9049,787,648,185,135
Task_9050,2056,634,115,130
Task_9051,920,377,83,122
Task_9052,2457,392,55,142
Task_9053,620,413,105,161
Task_9054,2252,923,156,150
Task_9055,1222,538,33,138
Task_9056,1336,598,150,119
Task_9057,993,646,56,140
Task_9058,2249,360,56,127
Task_9059,2321,158,22,117
Task_9060,520,189,103,153
Task_9061,2112,643,117,45
Task_9062,2099,949,160,78
Task_9063,1288,406,82,127
Task_9064,1861,443,185,62
Task_9065,744,781,170,113
Task_9066,2283,980,80,125
Task_9067,979,574,130,98
Task_9068,2192,491,176,196
Task_9069,739,210,145,10
Task_9070,2148,304,76,45
Task_9071,1357,746,106,172
Task_9072,2906,183,101,118
Task_9073,718,690,106,79
Task_9074,1597,394,22,184
Task_9075,1147,758,23,37
Task_9076,1741,801,195,189
Task_9077,1836,894,160,177
Task_9078,2975,555,89,123
Task_9079,870,405,14,95
Task_9080,1844,829,81,20
Task_9081,2275,462,149,171
Task_9082,1414,424,188,55
Task_9083,2026,551,106,22
Task_9084,1982,896,165,148
Task_9085,1381,997,164,147
Task_9086,564,597,123,197
Task_9087,974,84,65,157
Task_9088,502,135,144,95
Task_9089,2602,337,21,46
Task_9090,1971,764,15,163
Task_9091,2278,853,151,200
Task_9092,1864,722,72,90
Task_9093,643,557,102,83
Task_9094,2561,627,105,130
Task_9095,2588,272,101,152
Task_9096,862,669,163,73
Task_9097,1987,262,112,25
Task_9098,930,751,163,104
Task_9099,2279,690,156,43
Task_9100,892,575,186,48
Task_9101,1707,604,164,33
Task_9102,1972,327,63,177
Task_9103,974,703,172,42
Task_9104,1322,443,173,52
Task_9105,715,977,147,64
Task_9106,2987,776,135,44
Task_9107,1630,487,109,142
Task_9108,2866,752,162,115
Task_9109,1372,759,119,134
Task_9110,811,289,178,83
Task_9111,1817,173,41,97
Task_9112,1019,946,71,77
Task_9113,600,745,12,88
Task_9114,668,316,159,71
Task_9115,1916,727,140,151
Task_9116,1421,120,31,18
Task_9117,934,390,103,193
Task_9118,1180,703,65,73
Task_9119,1296,707,79,45
Task_9120,2235,983,103,200
Task_9121,1141,864,103,148
Task_9122,1327,136,42,164
Task_9123,2239,453,93,39
Task_9124,2402,550,89,32
Task_9125,1847,189,20,30
Task_9126,1280,451,44,78
Task_9127,2674,128,190,129
Task_9128,850,225,12,16
Task_9129,2813,797,173,152
Task_9130,2825,260,104,64
Task_9131,2472,454,91,31
Task_9132,539,280,186,112
Task_9133,2264,253,140,16
Task_9134,1396,565,183,166
Task_9135,1875,507,28,190
Task_9136,2382,157,21,198
Task_9137,2474,853,23,167
Task_9138,2895,569,116,186
Task_9139,1798,1006,198,117
Task_9140,2960,206,20,20
Task_9141,1947,944,151,195
Task_9142,2291,782,121,198
Task_9143,2087,750,119,15
Task_9144,1069,857,129,79
Task_9145,922,361,136,113
Task_9146,2220,306,105,141
Task_9147,2483,879,94,59
Task_9148,1989,101,67,112
Task_9149,569,513,113,135
Task_9150,1057,79,136,153
Task_9151,2348,142,14,84
Task_9152,2038,931,23,130
Task_9153,2557,299,191,55
Task_9154,1181,701,174,86
Task_9155,1417,192,169,138
Task_9156,2290,401,128,14
Task_9157,1891,953,172,170
Task_9158,1906,86,49,77
Task_9159,2647,239,106,131
Task_9160,1532,171,185,79
Task_9161,2191,716,73,127
Task_9162,2807,249,32,144
Task_9163,1897,737,160,186
Task_9164,2314,547,95,177
Task_9165,1313,845,68,97
Task_9166,1896,194,159,176
Task_9167,525,689,60,114
Task_9168,2701,90,135,178
Task_9169,1478,904,163,62
Task_9170,1908,531,196,175
Task_9171,663,281,193,34
Task_9172,2557,314,178,183
Task_9173,1810,380,40,167
Task_9174,1611,185,49,63
Task_9175,1686,488,148,129
Task_9176,1968,923,33,96
Task_9177,2470,403,113,18
Task_9178,2921,102,40,72
Task_9179,2710,82,95,33
Task_9180,652,432,49,137
Task_9181,743,376,28,156
Task_9182,764,489,27,17
Task_9183,2099,972,107,156
Task_9184,953,188,125,83
Task_9185,811,77,85,45
Task_9186,1412,881,14,14
Task_9187,1318,726,151,147
Task_9188,759,427,34,190
Task_9189,2549,807,196,189
Task_9190,1263,504,54,151
Task_9191,1618,307,63,74
Task_9192,1463,271,175,38
Task_9193,1057,180,89,106
Task_9194,1804,66,104,30
Task_9195,873,129,146,141
Task_9196,2283,285,132,55
Task_9197,2312,64,131,96
Task_9198,2702,584,90,152
Task_9199,1599,869,141,123
Task_9200,1061,747,63,123
Task_9201,1614,522,159,64
Task_9202,1273,841,60,42
Task_9203,2414,354,18,173
Task_9204,2897,89,141,145
Task_9205,2717,876,185,95
Task_9206,2793,272,115,199
Task_9207,1521,491,59,56
Task_9208,1680,360,119,115
Task_9209,1825,680,187,21
Task_9210,2350,490,188,168
Task_9211,1947,686,96,186
Task_9212,902,970,100,102
Task_9213,1866,361,123,69
Task_9214,2759,305,94,151
Task_9215,2113,604,41,84
Task_9216,1328,620,25,177
Task_9217,1167,581,74,197
Task_9218,1704,830,97,180
Task_9219,1507,866,103,95
Task_9220,1882,131,18,35
Task_9221,1995,622,19,87
Task_9222,2639,178,198,156
Task_9223,2481,328,45,105
Task_9224,1338,98,120,59
Task_9225,584,235,115,77
Task_9226,2620,694,28,111
Task_9227,2986,928,162,11
Task_9228,2182,800,144,128
Task_9229,1563,632,63,157
Task_9230,1566,109,120,148
Task_9231,1245,725,79,21
Task_9232,1701,863,110,44
Task_9233,963,749,91,108
Task_9234,1175,973,148,151
Task_9235,2193,624,124,90
Task_9236,1707,240,102,46
Task_9237,701,243,32,122
Task_9238,2957,921,167,153
Task_9239,1673,560,39,89
Task_9240,1944,377,95,73
Task_9241,1205,793,163,62
Task_9242,1097,286,87,96
Task_9243,698,696,196,162
Task_9244,1039,324,183,127
Task_9245,2572,315,177,108
Task_9246,2163,902,137,40
Task_9247,826,406,82,81
Task_9248,2611,980,20,102
Task_9249,960,455,91,119
Task_9250,2315,767,13,121
Task_9251,2897,631,87,74
Task_9252,2861,219,139,148
Task_9253,582,559,144,56
Task_9254,1555,84,90,60
Task_9255,2701,127,15,175
Task_9256,2264,463,189,184
Task_9257,2977,954,127,127
Task_9258,702,630,128,94
Task_9259,850,129,23,170
Task_9260,2698,216,12,88
Task_9261,1487,871,97,198
Task_9262,556,165,189,69
Task_9263,2882,970,25,69
Task_9264,2591,862,159,150
Task_9265,2570,277,175,31
Task_9266,1521,856,135,42
Task_9267,1881,797,39,192
Task_9268,1487,589,160,30
Task_9269,1875,422,142,40
Task_9270,601,478,168,191
Task_9271,2185,599,185,117
Task_9272,1554,901,126,191
Task_9273,1739,315,21,171
Task_9274,1542,798,199,24
Task_9275,1404,346,35,97
Task_9276,2455,111,109,93
Task_9277,517,358,168,167
Task_9278,2555,501,190,143
Task_9279,1833,275,36,158
Task_9280,2119,207,156,67
Task_9281,2897,407,65,181
Task_9282,2366,797,18,55
Task_9283,1030,350,191,32
Task_9284,2306,454,173,95
Task_9285,1616,85,102,59
Task_9286,1560,269,197,119
Task_9287,2595,438,41,90
Task_9288,1539,515,143,147
Task_9289,2239,1021,154,106
Task_9290,2432,614,37,13
Task_9291,1920,222,160,189
Task_9292,1744,91,103,53
Task_9293,1412,582,89,17
Task_9294,1831,344,143,150
Task_9295,2970,690,184,51
Task_9296,1221,382,37,180
Task_9297,2735,701,184,84
Task_9298,2718,862,58,80
Task_9299,875,846,106,127
Task_9300,2782,966,187,195
Task_9301,689,343,174,149
Task_9302,1390,597,104,184
Task_9303,1342,626,107,95
Task_9304,2138,993,143,113
Task_9305,1755,340,162,170
Task_9306,1137,1008,158,108
Task_9307,1711,354,87,72
Task_9308,2909,939,73,63
Task_9309,644,898,122,160
Task_9310,1745,934,163,121
Task_9311,2161,412,96,85
Task_9312,827,504,84,30
Task_9313,813,184,109,119
Task_9314,625,740,149,50
Task_9315,1861,255,44,199
Task_9316,1026,651,72,21
Task_9317,2143,490,186,90
Task_9318,2501,266,104,22
Task_9319,1110,190,113,105
Task_9320,942,288,190,74
Task_9321,2463,678,107,178
Task_9322,902,95,100,100
Task_9323,1741,181,82,115
Task_9324,2749,587,27,157
Task_9325,846,583,150,172
Task_9326,920,192,146,104
Task_9327,1804,456,76,23
Task_9328,2874,825,33,49
Task_9329,1787,706,23,46
Task_9330,1455,561,158,113
Task_9331,1876,538,54,61
Task_9332,2476,501,185,181
Task_9333,731,578,178,88
Task_9334,1432,885,178,74
Task_9335,1451,782,160,29
Task_9336,1444,804,188,36
Task_9337,2557,250,177,105
Task_9338,690,709,179,183
Task_9339,2768,434,149,109
Task_9340,2313,523,67,36
Task_9341,977,134,103,72
Task_9342,2559,370,191,82
Task_9343,556,425,27,99
Task_9344,1652,440,114,138
Task_9345,2980,335,135,55
Task_9346,1278,752,69,29
Task_9347,2526,961,17,139
Task_9348,2798,932,136,168
Task_9349,1233,311,192,175
Task_9350,1312,250,12,72
Task_9351,1610,579,21,122
Task_9352,2510,528,188,174
Task_9353,1113,191,87,64
Task_9354,1703,473,67,90
Task_9355,2250,65,54,195
Task_9356,2932,515,191,101
Task_9357,2768,899,156,48
Task_9358,2511,996,173,165
Task_9359,1781,623,157,18
Task_9360,1413,751,92,20
Task_9361,2375,402,16,157
Task_9362,1494,788,51,78
Task_9363,1660,516,141,67
Task_9364,2060,171,63,56
Task_9365,2998,313,138,157
Task_9366,552,495,179,134
Task_9367,2122,225,92,16
Task_9368,1614,816,187,134
Task_9369,1708,1024,31,76
Task_9370,2641,113,63,142
Task_9371,2494,434,164,141
Task_9372,1017,983,137,199
Task_9373,890,471,25,193
Task_9374,1110,615,45,63
Task_9375,766,248,163,31
Task_9376,2724,376,106,122
Task_9377,2863,308,34,121
Task_9378,2222,941,59,173
Task_9379,2142,124,29,60
Task_9380,2647,321,44,70
Task_9381,755,145,55,118
Task_9382,2792,544,143,186
Task_9383,2646,650,193,185
Task_9384,1814,596,153,12
Task_9385,2297,662,113,165
Task_9386,1201,116,136,157
Task_9387,2551,125,66,117
Task_9388,1592,629,148,200
Task_9389,1901,352,167,155
Task_9390,1224,602,62,76
Task_9391,687,172,125,112
Task_9392,2563,132,186,199
Task_9393,2733,700,140,23
Task_9394,1931,637,120,122
Task_9395,1874,121,174,62
Task_9396,924,861,26,51
Task_9397,1676,827,141,89
Task_9398,590,984,41,141
Task_9399,1048,822,57,190
Task_9400,2476,707,60,138
Task_9401,1316,405,49,52
Task_9402,1845,105,139,200
Task_9403,1369,448,131,113
Task_9404,586,72,118,195
Task_9405,1902,418,171,38
Task_9406,2596,633,157,47
Task_9407,2317,792,144,117
Task_9408,676,585,81,141
Task_9409,2417,383,40,103
Task_9410,831,227,55,20
Task_9411,2573,244,57,89
Task_9412,2647,307,177,194
Task_9413,1165,582,198,167
Task_9414,2885,592,53,178
Task_9415,1249,237,58,136
Task_9416,1253,800,79,157
Task_9417,2559,195,24,151
Task_9418,2312,381,50,28
Task_9419,2196,439,27,100
Task_9420,875,352,151,108
Task_9421,2995,627,102,53
Task_9422,2398,173,28,154
Task_9423,2485,988,137,26
Task_9424,2183,177,64,69
Task_9425,2478,489,187,78
Task_9426,2998,706,159,167
Task_9427,2301,396,177,153
Task_9428,2132,523,68,150
Task_9429,2429,860,182,49
Task_9430,1170,597,145,62
Task_9431,2295,755,11,86
Task_9432,2315,182,155,69
Task_9433,1300,319,184,65
Task_9434,1359,308,56,190
Task_9435,716,728,98,99
Task_9436,2073,187,190,181
Task_9437,945,1008,175,95
Task_9438,2068,806,182,187
Task_9439,1297,115,43,114
Task_9440,1423,1022,133,115
Task_9441,2863,186,190,135
Task_9442,2260,67,78,91
Task_9443,1723,773,85,133
Task_9444,2676,239,156,48
Task_9445,2276,291,74,106
Task_9446,1963,808,96,199
Task_9447,1209,946,121,198
Task_9448,823,885,117,157
Task_9449,1652,1009,52,18
Task_9450,2794,1005,118,44
Task_9451,1967,924,92,167
Task_9452,1570,753,145,19
Task_9453,1615,730,180,45
Task_9454,2869,706,54,56
Task_9455,586,936,159,147
Task_9456,2060,864,170,108
Task_9457,884,122,39,191
Task_9458,1831,891,123,166
Task_9459,1650,143,60,170
Task_9460,705,351,23,89
Task_9461,675,736,50,45
Task_9462,2986,1021,177,137
Task_9463,2070,997,71,21
Task_9464,1159,92,146,80
Task_9465,2694,437,84,20
Task_9466,716,662,133,194
Task_9467,971,835,76,173
Task_9468,1819,345,30,27
Task_9469,1151,575,158,101
Task_9470,2716,782,148,140
Task_9471,1136,161,17,23
Task_9472,939,239,124,18
Task_9473,2971,409,152,80
Task_9474,2700,593,89,144
Task_9475,1804,427,183,168
Task_9476,1212,562,62,145
Task_9477,1555,467,103,78
Task_9478,611,588,54,184
Task_9479,1351,181,196,85
Task_9480,1401,447,63,106
Task_9481,825,855,138,161
Task_9482,1031,303,165,127
Task_9483,2153,763,119,93
Task_9484,1381,846,153,188
Task_9485,2412,477,70,88
